year,Region,Attack.Type,Percentage
2016,Asia-Pacific,Facility/Infrastructure Attack,85
2016,Asia-Pacific,Hostage taking/assassinaton,248
2016,Asia-Pacific,Other,23
2016,Central America & Caribbean,Armed Assault,2
2016,Central America & Caribbean,Bombing/Explosion,0
2016,Central America & Caribbean,Facility/Infrastructure Attack,0
2016,Central America & Caribbean,Hostage taking/assassinaton,1
2016,Central America & Caribbean,Other,0
2016,Central Asia,Armed Assault,4
2016,Central Asia,Bombing/Explosion,7
2016,Central Asia,Facility/Infrastructure Attack,0
2016,Central Asia,Hostage taking/assassinaton,4
2016,Central Asia,Other,1
2016,Europe,Armed Assault,95
2016,Europe,Bombing/Explosion,125
2016,Europe,Facility/Infrastructure Attack,126
2016,Europe,Hostage taking/assassinaton,36
2016,Europe,Other,19
2016,MENA,Armed Assault,718
2016,MENA,Bombing/Explosion,4262
2016,MENA,Facility/Infrastructure Attack,130
2016,MENA,Hostage taking/assassinaton,558
2016,MENA,Other,420
2016,North America,Armed Assault,20
2016,North America,Bombing/Explosion,8
2016,North America,Facility/Infrastructure Attack,35
2016,North America,Hostage taking/assassinaton,7
2016,North America,Other,2
2016,South America,Armed Assault,28
2016,South America,Bombing/Explosion,45
2016,South America,Facility/Infrastructure Attack,21
2016,South America,Hostage taking/assassinaton,29
2016,South America,Other,10
2016,South Asia,Armed Assault,864
2016,South Asia,Bombing/Explosion,1562
2016,South Asia,Facility/Infrastructure Attack,192
2016,South Asia,Hostage taking/assassinaton,633
2016,South Asia,Other,377
2016,Sub-Saharan Africa,Armed Assault,696
2016,Sub-Saharan Africa,Bombing/Explosion,612
2016,Sub-Saharan Africa,Facility/Infrastructure Attack,99
2016,Sub-Saharan Africa,Hostage taking/assassinaton,468
2016,Sub-Saharan Africa,Other,176
